bucket,raw_name,event_type,description
foul_committed,Kiki,personalfoul,Kiki Iriafen personal foul (Damiris Dantas draws the foul)
foul_committed,Stefanie,shootingfoul,Stefanie Dolson shooting foul (Damiris Dantas draws the foul)
rebound,Mystics,rebound,Mystics offensive rebound
foul_committed,Stefanie,personalfoul,Stefanie Dolson personal foul (Aliyah Boston draws the foul)
foul_committed,Aaliyah,offensivefoul,Aaliyah Edwards offensive foul (Charge) (Aari McDonald draws the foul)
foul_committed,DeWanna,shootingfoul,DeWanna Bonner shooting foul (Jade Melbourne draws the foul)
rebound,Mystics,rebound,Mystics offensive rebound
foul_committed,Aari,personalfoul,Aari McDonald personal foul (Stefanie Dolson draws the foul)
foul_committed,Aaliyah,offensivefoul,Aaliyah Edwards offensive foul (Aari McDonald draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (Shakira Austin draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Aari,shootingfoul,Aari McDonald shooting foul (Brittney Sykes draws the foul)
foul_committed,Jade,personalfoul,Jade Melbourne personal foul (DeWanna Bonner draws the foul)
foul_committed,DeWanna,technicalfoul,DeWanna Bonner technical foul
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Aliyah,offensivefoul,Aliyah Boston offensive foul (Jade Melbourne draws the foul)
foul_committed,Stefanie,shootingfoul,Stefanie Dolson shooting foul (Aari McDonald draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Kiki,offensivefoul,Kiki Iriafen offensive foul (DeWanna Bonner draws the foul)
foul_committed,Brittney,offensivefoul,Brittney Sykes offensive foul (Aari McDonald draws the foul)
foul_committed,Sug,shootingfoul,Sug Sutton shooting foul (Kelsey Mitchell draws the foul)
rebound,Fever,rebound,Fever offensive rebound
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Lexie,personalfoul,Lexie Hull personal foul (Sonia Citron draws the foul)
foul_committed,Sug,personalfoul,Sug Sutton personal foul (Lexie Hull draws the foul)
foul_committed,Kiki,shootingfoul,Kiki Iriafen shooting foul (Natasha Howard draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Sydney,personalfoul,Sydney Colson personal foul (Take) (Jade Melbourne draws the foul)
foul_committed,Kelsey,shootingfoul,Kelsey Mitchell shooting foul (Brittney Sykes draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Aliyah,shootingfoul,Aliyah Boston shooting foul (Aaliyah Edwards draws the foul)
rebound,Mystics,rebound,Mystics offensive rebound
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Lexie,offensivefoul,Lexie Hull offensive foul (Sonia Citron draws the foul)
foul_committed,Damiris,personalfoul,Damiris Dantas personal foul (Shakira Austin draws the foul)
rebound,Mystics,rebound,Mystics offensive rebound
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Damiris,personalfoul,Damiris Dantas personal foul (Loose ball) (Jade Melbourne draws the foul)
foul_committed,Kelsey,personalfoul,Kelsey Mitchell personal foul (Brittney Sykes draws the foul)
foul_committed,Sydney,shootingfoul,Sydney Colson shooting foul (Sonia Citron draws the foul)
foul_committed,Sydney,personalfoul,Sydney Colson personal foul (Sonia Citron draws the foul)
turnover,Fever,turnover,Fever turnover (shot clock violation)
foul_committed,Brittney,shootingfoul,Brittney Sykes shooting foul (Aliyah Boston draws the foul)
rebound,Fever,rebound,Fever offensive rebound
turnover,Fever,turnover,Fever turnover (shot clock violation)
foul_committed,Kelsey,shootingfoul,Kelsey Mitchell shooting foul (Jade Melbourne draws the foul)
foul_committed,Stefanie,personalfoul,Stefanie Dolson personal foul (Aliyah Boston draws the foul)
rebound,Mystics,rebound,Mystics defensive rebound
foul_committed,Brittney,personalfoul,Brittney Sykes personal foul (Kelsey Mitchell draws the foul)
foul_committed,Brittney,shootingfoul,Brittney Sykes shooting foul (Kelsey Mitchell draws the foul)
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Kiki Iriafen draws the foul)
foul_committed,Jade,personalfoul,Jade Melbourne personal foul (Aari McDonald draws the foul)
foul_committed,Jade,personalfoul,Jade Melbourne personal foul (Kelsey Mitchell draws the foul)
foul_committed,Jade,shootingfoul,Jade Melbourne shooting foul (Kelsey Mitchell draws the foul)
rebound,Mystics,rebound,Mystics defensive rebound
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (Brittney Sykes draws the foul)
rebound,Mystics,rebound,Mystics offensive rebound
foul_committed,Brittney,personalfoul,Brittney Sykes personal foul (Take) (Kelsey Mitchell draws the foul)
rebound,Fever,rebound,Fever offensive rebound
rebound,Mystics,rebound,Mystics offensive rebound
foul_committed,Rachel,personalfoul,Rachel Banham personal foul (Jackie Young draws the foul)
foul_committed,NaLyssa,personalfoul,NaLyssa Smith personal foul (Kamilla Cardoso draws the foul)
foul_committed,Elizabeth,shootingfoul,Elizabeth Williams shooting foul (NaLyssa Smith draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Aaliyah,shootingfoul,Aaliyah Nye shooting foul (Michaela Onyenwere draws the foul)
foul_committed,Elizabeth,shootingfoul,Elizabeth Williams shooting foul (A'ja Wilson draws the foul)
rebound,Aces,rebound,Aces defensive rebound
foul_committed,Maddy,personalfoul,Maddy Westbeld personal foul (A'ja Wilson draws the foul)
rebound,Sky,rebound,Sky offensive rebound
turnover,Sky,turnover,Sky turnover (shot clock violation)
foul_committed,Dana,personalfoul,Dana Evans personal foul (Sevgi Uzun draws the foul)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Kamilla Cardoso draws the foul)
foul_committed,Michaela,personalfoul,Michaela Onyenwere personal foul (A'ja Wilson draws the foul)
foul_committed,Rachel,personalfoul,Rachel Banham personal foul (A'ja Wilson draws the foul)
foul_committed,Kamilla,personalfoul,Kamilla Cardoso personal foul (NaLyssa Smith draws the foul)
foul_committed,Michaela,personalfoul,Michaela Onyenwere personal foul (A'ja Wilson draws the foul)
rebound,Sky,rebound,Sky defensive rebound
rebound,Aces,rebound,Aces defensive rebound
foul_committed,Jackie,shootingfoul,Jackie Young shooting foul (Kamilla Cardoso draws the foul)
foul_committed,Maddy,shootingfoul,Maddy Westbeld shooting foul (NaLyssa Smith draws the foul)
foul_committed,Michaela,personalfoul,Michaela Onyenwere personal foul (Jackie Young draws the foul)
rebound,Sky,rebound,Sky defensive rebound
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Kamilla Cardoso draws the foul)
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Rebecca Allen draws the foul)
rebound,Aces,rebound,Aces defensive rebound
rebound,Aces,rebound,Aces defensive rebound
rebound,Sky,rebound,Sky offensive rebound
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Sevgi,shootingfoul,Sevgi Uzun shooting foul (Jackie Young draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Dana,shootingfoul,Dana Evans shooting foul (Michaela Onyenwere draws the foul)
foul_committed,Kamilla,personalfoul,Kamilla Cardoso personal foul (A'ja Wilson draws the foul)
foul_committed,Michaela,personalfoul,Michaela Onyenwere personal foul (Dana Evans draws the foul)
foul_committed,Sevgi,shootingfoul,Sevgi Uzun shooting foul (A'ja Wilson draws the foul)
foul_committed,Aaliyah,personalfoul,Aaliyah Nye personal foul (Kia Nurse draws the foul)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Maddy Westbeld draws the foul)
foul_committed,Jewell,shootingfoul,Jewell Loyd shooting foul (Kia Nurse draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Chelsea,shootingfoul,Chelsea Gray shooting foul (Kamilla Cardoso draws the foul)
turnover,Aces,turnover,Aces turnover (shot clock violation)
foul_committed,Cheyenne,personalfoul,Cheyenne Parker-Tyus personal foul (Michaela Onyenwere draws the foul)
turnover,Sky,turnover,Sky turnover (shot clock violation)
foul_committed,Rebecca,shootingfoul,Rebecca Allen shooting foul (Cheyenne Parker-Tyus draws the foul)
foul_committed,Chelsea,shootingfoul,Chelsea Gray shooting foul (Maddy Westbeld draws the foul)
rebound,Aces,rebound,Aces offensive rebound
rebound,Aces,rebound,Aces defensive rebound
foul_committed,Jewell,personalfoul,Jewell Loyd personal foul (Kia Nurse draws the foul)
rebound,Sky,rebound,Sky offensive rebound
turnover,Sky,turnover,Sky turnover (shot clock violation)
rebound,Sky,rebound,Sky defensive rebound
foul_committed,Aaliyah,shootingfoul,Aaliyah Nye shooting foul (Rachel Banham draws the foul)
foul_committed,Aaliyah,personalfoul,Aaliyah Nye personal foul (Rachel Banham draws the foul)
foul_committed,Olivia,offensivefoul,Olivia Nelson-Ododa offensive foul (Charge) (Nia Coffey draws the foul)
foul_committed,Jacy,shootingfoul,Jacy Sheldon shooting foul (Allisha Gray draws the foul)
foul_committed,Jacy,shootingfoul,Jacy Sheldon shooting foul (Allisha Gray draws the foul)
foul_committed,Olivia,personalfoul,Olivia Nelson-Ododa personal foul (Shatori Walker-Kimbrough draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Maya,personalfoul,Maya Caldwell personal foul (Marina Mabrey draws the foul)
foul_committed,Taylor,shootingfoul,Taylor Thierry shooting foul (Bria Hartley draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Nia,shootingfoul,Nia Coffey shooting foul (Kariata Diaby draws the foul)
foul_committed,Kariata,personalfoul,Kariata Diaby personal foul (Brionna Jones draws the foul)
foul_committed,Kariata,personalfoul,Kariata Diaby personal foul (Double) (Brionna Jones draws the foul)
foul_committed,Brionna,personalfoul,Brionna Jones personal foul (Double) (Kariata Diaby draws the foul)
foul_committed,Saniya,personalfoul,Saniya Rivers personal foul (Rhyne Howard draws the foul)
foul_committed,Robyn,shootingfoul,Robyn Parks shooting foul (Allisha Gray draws the foul)
foul_committed,Saniya,shootingfoul,Saniya Rivers shooting foul (Brionna Jones draws the foul)
foul_committed,Brionna,personalfoul,Brionna Jones personal foul (Marina Mabrey draws the foul)
rebound,Dream,rebound,Dream defensive rebound
foul_committed,Tina,personalfoul,Tina Charles personal foul (Brionna Jones draws the foul)
foul_committed,Rhyne,shootingfoul,Rhyne Howard shooting foul (Marina Mabrey draws the foul)
foul_committed,Marina,shootingfoul,Marina Mabrey shooting foul (Nia Coffey draws the foul)
foul_committed,Brionna,personalfoul,Brionna Jones personal foul (Tina Charles draws the foul)
foul_committed,Tina,personalfoul,Tina Charles personal foul (Brionna Jones draws the foul)
foul_committed,Marina,shootingfoul,Marina Mabrey shooting foul (Rhyne Howard draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Nia,shootingfoul,Nia Coffey shooting foul (Olivia Nelson-Ododa draws the foul)
rebound,Sun,rebound,Sun offensive rebound
foul_committed,Marina,shootingfoul,Marina Mabrey shooting foul (Allisha Gray draws the foul)
foul_committed,Nia,personalfoul,Nia Coffey personal foul (Olivia Nelson-Ododa draws the foul)
rebound,Sun,rebound,Sun offensive rebound
rebound,Sun,rebound,Sun offensive rebound
foul_committed,Rhyne,shootingfoul,Rhyne Howard shooting foul (Olivia Nelson-Ododa draws the foul)
rebound,Sun,rebound,Sun offensive rebound
foul_committed,Aneesah,personalfoul,Aneesah Morrow personal foul (Nia Coffey draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Aneesah,offensivefoul,Aneesah Morrow offensive foul (Off the ball) (Rhyne Howard draws the foul)
foul_committed,Rhyne,shootingfoul,Rhyne Howard shooting foul (Jacy Sheldon draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Marina,personalfoul,Marina Mabrey personal foul (Loose ball) (Brionna Jones draws the foul)
foul_committed,Marina,personalfoul,Marina Mabrey personal foul (Brionna Jones draws the foul)
foul_committed,Maya,personalfoul,Maya Caldwell personal foul (Marina Mabrey draws the foul)
foul_committed,Kariata,offensivefoul,Kariata Diaby offensive foul (Off the ball) (Maya Caldwell draws the foul)
foul_committed,Maya,shootingfoul,Maya Caldwell shooting foul (Tina Charles draws the foul)
foul_committed,Tina,shootingfoul,Tina Charles shooting foul (Rhyne Howard draws the foul)
foul_committed,Robyn,personalfoul,Robyn Parks personal foul (Rhyne Howard draws the foul)
foul_committed,Naz,offensivefoul,Naz Hillmon offensive foul (Marina Mabrey draws the foul)
foul_committed,Marina,shootingfoul,Marina Mabrey shooting foul (Breanna Stewart draws the foul)
foul_committed,Tina,shootingfoul,Tina Charles shooting foul (Breanna Stewart draws the foul)
rebound,Liberty,rebound,Liberty defensive rebound
foul_committed,Leonie,personalfoul,Leonie Fiebich personal foul (Tina Charles draws the foul)
foul_committed,Jonquel,personalfoul,Jonquel Jones personal foul (Saniya Rivers draws the foul)
foul_committed,Leonie,personalfoul,Leonie Fiebich personal foul (Marina Mabrey draws the foul)
foul_committed,Leïla,personalfoul,Leïla Lacan personal foul (Sabrina Ionescu draws the foul)
rebound,Sun,rebound,Sun offensive rebound
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Leïla,personalfoul,Leïla Lacan personal foul (Kennedy Burke draws the foul)
foul_committed,Bria,shootingfoul,Bria Hartley shooting foul (Kennedy Burke draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Rebekah,shootingfoul,Rebekah Gardner shooting foul (Bria Hartley draws the foul)
rebound,Sun,rebound,Sun offensive rebound
rebound,Sun,rebound,Sun defensive rebound
foul_committed,Tina,personalfoul,Tina Charles personal foul (Jonquel Jones draws the foul)
foul_committed,Rebekah,shootingfoul,Rebekah Gardner shooting foul (Aneesah Morrow draws the foul)
foul_committed,Leïla,shootingfoul,Leïla Lacan shooting foul (Breanna Stewart draws the foul)
foul_committed,Saniya,shootingfoul,Saniya Rivers shooting foul (Breanna Stewart draws the foul)
foul_committed,Jonquel,personalfoul,Jonquel Jones personal foul (Tina Charles draws the foul)
foul_committed,Kennedy,shootingfoul,Kennedy Burke shooting foul (Aneesah Morrow draws the foul)
rebound,Sun,rebound,Sun offensive rebound
foul_committed,Marina,offensivefoul,Marina Mabrey offensive foul (Leonie Fiebich draws the foul)
foul_committed,Leonie,personalfoul,Leonie Fiebich personal foul (Loose ball) (Marina Mabrey draws the foul)
foul_committed,Olivia,personalfoul,Olivia Nelson-Ododa personal foul (Jonquel Jones draws the foul)
rebound,Sun,rebound,Sun offensive rebound
foul_committed,Emma,offensivefoul,Emma Meesseman offensive foul (Saniya Rivers draws the foul)
foul_committed,Sabrina,shootingfoul,Sabrina Ionescu shooting foul (Saniya Rivers draws the foul)
rebound,Sun,rebound,Sun offensive rebound
rebound,Liberty,rebound,Liberty defensive rebound
rebound,Liberty,rebound,Liberty defensive rebound
foul_committed,Aaliyah,personalfoul,Aaliyah Edwards personal foul (Loose ball) (Jonquel Jones draws the foul)
foul_committed,Marina,personalfoul,Marina Mabrey personal foul (Double) (Marine Johannès draws the foul)
foul_committed,Marine,personalfoul,Marine Johannès personal foul (Double) (Marina Mabrey draws the foul)
foul_committed,Saniya,technicalfoul,Saniya Rivers technical foul
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Breanna,personalfoul,Breanna Stewart personal foul (Bria Hartley draws the foul)
foul_committed,Marina,personalfoul,Marina Mabrey personal foul (Breanna Stewart draws the foul)
foul_committed,Leïla,shootingfoul,Leïla Lacan shooting foul (Breanna Stewart draws the foul)
foul_committed,Marine,personalfoul,Marine Johannès personal foul (Aneesah Morrow draws the foul)
foul_committed,Marina,shootingfoul,Marina Mabrey shooting foul (Sabrina Ionescu draws the foul)
foul_committed,Bria,personalfoul,Bria Hartley personal foul (Emma Meesseman draws the foul)
foul_committed,Leïla,shootingfoul,Leïla Lacan shooting foul (Sabrina Ionescu draws the foul)
foul_committed,Leonie,personalfoul,Leonie Fiebich personal foul (Bria Hartley draws the foul)
foul_committed,Leonie,shootingfoul,Leonie Fiebich shooting foul (Leïla Lacan draws the foul)
foul_committed,Aaliyah,personalfoul,Aaliyah Edwards personal foul (Breanna Stewart draws the foul)
foul_committed,Breanna,personalfoul,Breanna Stewart personal foul (Tina Charles draws the foul)
rebound,Sun,rebound,Sun offensive rebound
foul_committed,Jonquel,shootingfoul,Jonquel Jones shooting foul (Aaliyah Edwards draws the foul)
rebound,Liberty,rebound,Liberty defensive rebound
foul_committed,Leonie,shootingfoul,Leonie Fiebich shooting foul (Dearica Hamby draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Kelsey,personalfoul,Kelsey Plum personal foul (Sabrina Ionescu draws the foul)
foul_committed,Rebekah,shootingfoul,Rebekah Gardner shooting foul (Rickea Jackson draws the foul)
foul_committed,Rickea,shootingfoul,Rickea Jackson shooting foul (Isabelle Harrison draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Marine,personalfoul,Marine Johannès personal foul (Kelsey Plum draws the foul)
foul_committed,Jonquel,shootingfoul,Jonquel Jones shooting foul (Rae Burrell draws the foul)
foul_committed,Sania,shootingfoul,Sania Feagin shooting foul (Sabrina Ionescu draws the foul)
foul_committed,Marine,personalfoul,Marine Johannès personal foul (Julie Vanloo draws the foul)
foul_committed,Sabrina,shootingfoul,Sabrina Ionescu shooting foul (Rae Burrell draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Cloud shooting foul (Rae Burrell draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Rae,personalfoul,Rae Burrell personal foul (Leonie Fiebich draws the foul)
foul_committed,Rebekah,shootingfoul,Rebekah Gardner shooting foul (Kelsey Plum draws the foul)
foul_committed,Dearica,personalfoul,Dearica Hamby personal foul (Jonquel Jones draws the foul)
foul_committed,Natasha,personalfoul,Natasha Cloud personal foul (Kelsey Plum draws the foul)
foul_committed,Julie,shootingfoul,Julie Allemand shooting foul (Marine Johannès draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Kelsey,shootingfoul,Kelsey Plum shooting foul (Marine Johannès draws the foul)
foul_committed,Sabrina,shootingfoul,Sabrina Ionescu shooting foul (Azurá Stevens draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
rebound,Liberty,rebound,Liberty defensive rebound
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Stephanie,personalfoul,Stephanie Talbot personal foul (Loose ball) (Rickea Jackson draws the foul)
foul_committed,Rebekah,personalfoul,Rebekah Gardner personal foul (Kelsey Plum draws the foul)
foul_committed,Jonquel,offensivefoul,Jonquel Jones offensive foul (Rickea Jackson draws the foul)
foul_committed,Sabrina,technicalfoul,Sabrina Ionescu technical foul
foul_committed,Rickea,shootingfoul,Rickea Jackson shooting foul (Sabrina Ionescu draws the foul)
foul_committed,Rebekah,shootingfoul,Rebekah Gardner shooting foul (Kelsey Plum draws the foul)
foul_committed,Rickea,shootingfoul,Rickea Jackson shooting foul (Isabelle Harrison draws the foul)
foul_committed,Rae,shootingfoul,Rae Burrell shooting foul (Natasha Cloud draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
rebound,Liberty,rebound,Liberty defensive rebound
foul_committed,Jonquel,offensivefoul,Jonquel Jones offensive foul (Dearica Hamby draws the foul)
foul_committed,Julie,shootingfoul,Julie Allemand shooting foul (Jonquel Jones draws the foul)
foul_committed,Isabelle,personalfoul,Isabelle Harrison personal foul (Dearica Hamby draws the foul)
foul_committed,Julie,shootingfoul,Julie Allemand shooting foul (Natasha Cloud draws the foul)
foul_committed,Julie,personalfoul,Julie Allemand personal foul (Natasha Cloud draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Cloud shooting foul (Kelsey Plum draws the foul)
foul_committed,Rickea,shootingfoul,Rickea Jackson shooting foul (Leonie Fiebich draws the foul)
foul_committed,Julie,shootingfoul,Julie Allemand shooting foul (Sabrina Ionescu draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Stephanie,personalfoul,Stephanie Talbot personal foul (Kelsey Plum draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Ariel,personalfoul,Ariel Atkins personal foul (Loose ball) (Rhyne Howard draws the foul)
foul_committed,Ariel,shootingfoul,Ariel Atkins shooting foul (Allisha Gray draws the foul)
foul_committed,Allisha,shootingfoul,Allisha Gray shooting foul (Michaela Onyenwere draws the foul)
foul_committed,Angel,shootingfoul,Angel Reese shooting foul (Nia Coffey draws the foul)
foul_committed,Brittney,shootingfoul,Brittney Griner shooting foul (Kamilla Cardoso draws the foul)
foul_committed,Te-Hina,shootingfoul,Te-Hina Paopao shooting foul (Rachel Banham draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Brionna,personalfoul,Brionna Jones personal foul (Angel Reese draws the foul)
foul_committed,Rebecca,shootingfoul,Rebecca Allen shooting foul (Jordin Canada draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Allisha,shootingfoul,Allisha Gray shooting foul (Ariel Atkins draws the foul)
foul_committed,Allisha,shootingfoul,Allisha Gray shooting foul (Ariel Atkins draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Rhyne,shootingfoul,Rhyne Howard shooting foul (Angel Reese draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Hailey,shootingfoul,Hailey Van Lith shooting foul (Te-Hina Paopao draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Michaela,shootingfoul,Michaela Onyenwere shooting foul (Rhyne Howard draws the foul)
foul_committed,Angel,shootingfoul,Angel Reese shooting foul (Brionna Jones draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Rhyne,shootingfoul,Rhyne Howard shooting foul (Michaela Onyenwere draws the foul)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Ariel,personalfoul,Ariel Atkins personal foul (Allisha Gray draws the foul)
foul_committed,Jordin,personalfoul,Jordin Canada personal foul (Rachel Banham draws the foul)
foul_committed,Rachel,shootingfoul,Rachel Banham shooting foul (Naz Hillmon draws the foul)
foul_committed,Kamilla,shootingfoul,Kamilla Cardoso shooting foul (Naz Hillmon draws the foul)
foul_committed,Kamilla,shootingfoul,Kamilla Cardoso shooting foul (Brittney Griner draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Ariel,personalfoul,Ariel Atkins personal foul (Nia Coffey draws the foul)
foul_committed,Nia,shootingfoul,Nia Coffey shooting foul (Angel Reese draws the foul)
foul_committed,Kamilla,shootingfoul,Kamilla Cardoso shooting foul (Brionna Jones draws the foul)
foul_committed,Naz,personalfoul,Naz Hillmon personal foul (Ariel Atkins draws the foul)
foul_committed,Naz,shootingfoul,Naz Hillmon shooting foul (Ariel Atkins draws the foul)
foul_committed,Rebecca,personalfoul,Rebecca Allen personal foul (Jordin Canada draws the foul)
foul_committed,Rhyne,personalfoul,Rhyne Howard personal foul (Angel Reese draws the foul)
rebound,Dream,rebound,Dream defensive rebound
foul_committed,Angel,offensivefoul,Angel Reese offensive foul (Off the ball) (Te-Hina Paopao draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Brittney,shootingfoul,Brittney Griner shooting foul (Ariel Atkins draws the foul)
foul_committed,Rebecca,shootingfoul,Rebecca Allen shooting foul (Naz Hillmon draws the foul)
foul_committed,Brionna,personalfoul,Brionna Jones personal foul (Angel Reese draws the foul)
foul_committed,Ariel,shootingfoul,Ariel Atkins shooting foul (Rhyne Howard draws the foul)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Angel,personalfoul,Angel Reese personal foul (Rhyne Howard draws the foul)
foul_committed,Rachel,personalfoul,Rachel Banham personal foul (Take) (Jordin Canada draws the foul)
foul_committed,Ariel,shootingfoul,Ariel Atkins shooting foul (Rhyne Howard draws the foul)
foul_committed,Nneka,personalfoul,Nneka Ogwumike personal foul (Natasha Mack draws the foul)
foul_committed,Sami,personalfoul,Sami Whitcomb personal foul (Ezi Magbegor draws the foul)
foul_committed,Gabby,personalfoul,Gabby Williams personal foul (Alyssa Thomas draws the foul)
foul_committed,Dominique,shootingfoul,Dominique Malonga shooting foul (Kahleah Copper draws the foul)
foul_committed,Satou,shootingfoul,Satou Sabally shooting foul (Dominique Malonga draws the foul)
foul_committed,Kitija,shootingfoul,Kitija Laksa shooting foul (Skylar Diggins draws the foul)
turnover,Mercury,turnover,Mercury turnover (shot clock violation)
foul_committed,Erica,shootingfoul,Erica Wheeler shooting foul (Satou Sabally draws the foul)
foul_committed,DeWanna,personalfoul,DeWanna Bonner personal foul (Skylar Diggins draws the foul)
foul_committed,Satou,offensivefoul,Satou Sabally offensive foul (Skylar Diggins draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Alyssa,offensivefoul,Alyssa Thomas offensive foul (Erica Wheeler draws the foul)
turnover,Mercury,turnover,Mercury turnover (shot clock violation)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Erica,personalfoul,Erica Wheeler personal foul (Alyssa Thomas draws the foul)
foul_committed,Gabby,shootingfoul,Gabby Williams shooting foul (Natasha Mack draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Brittney,shootingfoul,Brittney Sykes shooting foul (Alyssa Thomas draws the foul)
foul_committed,Lexi,shootingfoul,Lexi Held shooting foul (Skylar Diggins draws the foul)
foul_committed,DeWanna,personalfoul,DeWanna Bonner personal foul (Gabby Williams draws the foul)
foul_committed,Satou,shootingfoul,Satou Sabally shooting foul (Skylar Diggins draws the foul)
rebound,Storm,rebound,Storm offensive rebound
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,DeWanna,personalfoul,DeWanna Bonner personal foul (Nneka Ogwumike draws the foul)
foul_committed,Skylar,personalfoul,Skylar Diggins personal foul (Sami Whitcomb draws the foul)
foul_committed,Kahleah,personalfoul,Kahleah Copper personal foul (Brittney Sykes draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Sami,personalfoul,Sami Whitcomb personal foul (Brittney Sykes draws the foul)
foul_committed,Gabby,offensivefoul,Gabby Williams offensive foul (Kahleah Copper draws the foul)
foul_committed,Satou,personalfoul,Satou Sabally personal foul (Gabby Williams draws the foul)
foul_committed,Ezi,shootingfoul,Ezi Magbegor shooting foul (Alyssa Thomas draws the foul)
foul_committed,Erica,shootingfoul,Erica Wheeler shooting foul (Alyssa Thomas draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Skylar,personalfoul,Skylar Diggins personal foul (Lexi Held draws the foul)
foul_committed,Skylar,personalfoul,Skylar Diggins personal foul (Sami Whitcomb draws the foul)
foul_committed,Sami,personalfoul,Sami Whitcomb personal foul (Take) (Skylar Diggins draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Kitija,offensivefoul,Kitija Laksa offensive foul (Nneka Ogwumike draws the foul)
foul_committed,Kathryn,shootingfoul,Kathryn Westbeld shooting foul (Nneka Ogwumike draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Skylar,personalfoul,Skylar Diggins personal foul (Sami Whitcomb draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Kahleah,personalfoul,Kahleah Copper personal foul (Nneka Ogwumike draws the foul)
rebound,Storm,rebound,Storm defensive rebound
foul_committed,Kahleah,personalfoul,Kahleah Copper personal foul (Brittney Sykes draws the foul)
foul_committed,Sami,personalfoul,Sami Whitcomb personal foul (Erica Wheeler draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Ezi,personalfoul,Ezi Magbegor personal foul (DeWanna Bonner draws the foul)
foul_committed,Erica,personalfoul,Erica Wheeler personal foul (Sami Whitcomb draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Temi,shootingfoul,Temi Fágbénlé shooting foul (A'ja Wilson draws the foul)
